relevant_percent_user_gets_retweeted,irrelevant_total,followers_percentile,created_at,screen_name,relevant_percent_original_tweets,irrelevant_percent_user_retweets,friends_count,relevant_total,irrelevant_percent_user_gets_retweeted,friends_percentile,irrelevant_percent_original_tweets,statuses_count,relevant_percent_user_retweets,followers_count,statuses_percentile
0.946236559139785,129,0.993305199541523,2007-04-04 13:12:38,Sandmonkey,1.0,0.0,626,93,0.511627906976744,0.993305199541523,1.0,15113,0.0,17638,0.993305199541523
n/a,98,0.946728144211733,2007-02-04 13:40:33,ProducerMatthew,n/a,0.0,1415,n/a,0.295918367346939,0.946728144211733,1.0,9480,n/a,2146,0.946728144211733
1.0,26,0.993800145878921,2007-02-17 22:53:33,acarvin,1.0,0.0,1506,1,0.423076923076923,0.993800145878921,1.0,39324,0.0,19385,0.993800145878921
n/a,74,0.997316869855163,2007-03-14 19:12:20,digiphile,n/a,0.0,2270,n/a,0.337837837837838,0.997316869855163,1.0,34381,n/a,57064,0.997316869855163
n/a,3,0.997968115035949,2007-03-28 21:40:55,doctorow,n/a,0.0,508,n/a,0.666666666666667,0.997968115035949,1.0,6541,n/a,100752,0.997968115035949
n/a,12,0.999609252891529,2007-03-27 01:14:05,timoreilly,n/a,0.0,719,n/a,0.75,0.999609252891529,1.0,13223,n/a,1441642,0.999609252891529
n/a,1,0.999531103469834,2006-07-13 09:05:49,sacca,n/a,0.0,629,n/a,1.0,0.999531103469834,1.0,13418,n/a,1299207,0.999531103469834
n/a,16,0.995493383348963,2006-07-16 06:53:48,chrismessina,n/a,0.0,1933,n/a,0.5,0.995493383348963,1.0,13472,n/a,27899,0.995493383348963
n/a,11,0.996691674481609,2009-06-30 12:17:39,tinucherian,n/a,0.0,42111,n/a,0.272727272727273,0.996691674481609,1.0,21342,n/a,39708,0.996691674481609
n/a,10,0.996040429300823,2007-03-20 19:07:03,JulioAlonso,n/a,0.0,156,n/a,0.8,0.996040429300823,1.0,5975,n/a,33950,0.996040429300823
n/a,3,0.996457226216526,2010-03-03 12:09:47,ElBaradei,n/a,0.0,35,n/a,1.0,0.996457226216526,1.0,320,n/a,37947,0.996457226216526
n/a,5,0.990465770553298,2009-04-10 22:39:27,evgenymorozov,n/a,0.0,1420,n/a,0.6,0.990465770553298,1.0,6537,n/a,11016,0.990465770553298
n/a,16,0.999505053662603,2009-03-26 00:34:20,Alyssa_Milano,n/a,0.0,885,n/a,1.0,0.999505053662603,1.0,14552,n/a,1282081,0.999505053662603
n/a,10,0.970277169948942,2009-04-30 19:32:41,AlOraibi,n/a,0.0,236,n/a,0.6,0.970277169948942,1.0,3409,n/a,3566,0.970277169948942
n/a,104,0.998202563301032,2009-02-09 23:24:20,jessicanorthey,n/a,0.0,87366,n/a,0.201923076923077,0.998202563301032,1.0,44368,n/a,116767,0.998202563301032
n/a,6,0.998072314264874,2007-10-06 05:35:11,kpereira,n/a,0.0,259,n/a,0.833333333333333,0.998072314264874,1.0,4379,n/a,105325,0.998072314264874
n/a,9,0.997160571011774,2009-04-14 17:36:30,STXherry,n/a,0.0,54589,n/a,0.666666666666667,0.997160571011774,1.0,59680,n/a,54729,0.997160571011774
n/a,1,0.989970824215901,2007-03-04 12:05:41,rmack,n/a,0.0,1895,n/a,0.0,0.989970824215901,1.0,7670,n/a,10299,0.989970824215901
1.0,85,0.978691257684693,2010-04-11 15:39:49,carloslatuff,1.0,0.0,8,1,0.647058823529412,0.978691257684693,1.0,638,0.0,4935,0.978691257684693
0.686046511627907,236,0.909893716786496,2009-05-15 20:07:09,tharwacolamus,1.0,0.0,252,172,0.754237288135593,0.909893716786496,1.0,11523,0.0,1378,0.909893716786496
n/a,36,0.996874023132229,2008-12-24 16:04:51,ulil,n/a,0.0,447,n/a,0.555555555555556,0.996874023132229,1.0,28344,n/a,43544,0.996874023132229
1.0,20,0.983797019902053,2009-03-13 05:54:44,shadihamid,1.0,0.0,999,15,0.75,0.983823069709284,1.0,3316,0.0,6465,0.983823069709284
1.0,65,0.982911326456184,2010-12-12 04:11:26,anonymousirc,1.0,0.0,370,16,0.969230769230769,0.982911326456184,1.0,1875,0.0,6019,0.982911326456184
n/a,n/a,0.887490882567469,2010-12-03 14:30:38,exiledsurfer,n/a,n/a,271,n/a,n/a,0.887490882567469,n/a,9791,n/a,1128,0.887490882567469
n/a,n/a,0.972986349901011,2007-03-22 13:32:14,McAndrew,n/a,n/a,463,n/a,n/a,0.972986349901011,n/a,471,n/a,3897,0.972986349901011
n/a,n/a,0.938678753777222,2010-12-24 19:41:22,anon_vv,n/a,n/a,291,n/a,n/a,0.938678753777222,n/a,1046,n/a,1927,0.938678753777222
